ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
3556,FALSE,Weapon Attachments,M433 Attachments,Mini Flex 1.00x,Scopes,,M433 Mastery 12,,,,,0,10
3557,FALSE,Weapon Attachments,M433 Attachments,3VZR 1.75x,Scopes,,M433 Mastery 12,,,,,0,10
3558,FALSE,Weapon Attachments,M433 Attachments,BAKER 3.00x,Scopes,,M433 Mastery 13,,,,,0,10
3559,FALSE,Weapon Attachments,M433 Attachments,Magwell Flare,Ergonomics,,M433 Mastery 13,,,,,0,10
3560,FALSE,Weapon Attachments,M433 Attachments,Folding Stubby,Underbarrels,,M433 Mastery 14,,,,,0,10
3561,FALSE,Weapon Attachments,M433 Attachments,20RND Fast Mag,Magazines,,M433 Mastery 14,,,,,0,10
3562,FALSE,Weapon Attachments,M433 Attachments,R4T 2.00x,Scopes,,M433 Mastery 15,,,,,0,10
3563,FALSE,Weapon Attachments,M433 Attachments,Canted Iron Sights,Optic Accessories,,M433 Mastery 15,,,,,0,10
3564,FALSE,Weapon Attachments,M433 Attachments,Ribbed Stubby,Underbarrels,,M433 Mastery 16,,,,,0,10
3565,FALSE,Weapon Attachments,M433 Attachments,Tungsten Core,Ammunition,,M433 Mastery 16,,,,,0,10
3566,FALSE,Weapon Attachments,M433 Attachments,50 MW Green,Top Accessories,,M433 Mastery 17,,,,,0,10
3567,FALSE,Weapon Attachments,M433 Attachments,Canted Stubby,Underbarrels,,M433 Mastery 17,,,,,0,10
3568,FALSE,Weapon Attachments,M433 Attachments,CQB Suppressor,Muzzles,,M433 Mastery 18,,,,,0,10
3569,FALSE,Weapon Attachments,M433 Attachments,DVO LPVO,Scopes,,M433 Mastery 19,,,,,0,10
3570,FALSE,Weapon Attachments,M433 Attachments,20RND Magazine,Magazines,,M433 Mastery 19,,,,,0,10
3571,FALSE,Weapon Attachments,M433 Attachments,OSA-7 1.00x,Scopes,,M433 Mastery 2,,,,,0,10
3572,FALSE,Weapon Attachments,M433 Attachments,5 MW Green,Top Accessories,,M433 Mastery 2,,,,,0,10
3573,FALSE,Weapon Attachments,M433 Attachments,Double-Port Brake,Muzzles,,M433 Mastery 20,,,,,0,10
3574,FALSE,Weapon Attachments,M433 Attachments,"16.5"" Rifle",Barrels,,M433 Mastery 20,,,,,0,10
3575,FALSE,Weapon Attachments,M433 Attachments,RO-M 1.75x,Scopes,,M433 Mastery 21,,,,,0,10
3576,FALSE,Weapon Attachments,M433 Attachments,ST Prisim 5.00x,Scopes,,M433 Mastery 22,,,,,0,10
3577,FALSE,Weapon Attachments,M433 Attachments,Full Angled,Underbarrels,,M433 Mastery 22,,,,,0,10
3578,FALSE,Weapon Attachments,M433 Attachments,ROX 1.50x,Scopes,,M433 Mastery 23,,,,,0,10
3579,FALSE,Weapon Attachments,M433 Attachments,Stippled Stubby,Underbarrels,,M433 Mastery 23,,,,,0,10
3580,FALSE,Weapon Attachments,M433 Attachments,BF-2M 2.50x,Scopes,,M433 Mastery 24,,,,,0,10
3581,FALSE,Weapon Attachments,M433 Attachments,40RND Fast Mag,Magazines,,M433 Mastery 24,,,,,0,10
3582,FALSE,Weapon Attachments,M433 Attachments,Long Suppressor,Muzzles,,M433 Mastery 25,,,,,0,10
3583,FALSE,Weapon Attachments,M433 Attachments,Hollow Point,Ammunition,,M433 Mastery 25,,,,,0,10
3584,FALSE,Weapon Attachments,M433 Attachments,Mars-F LPVO,Scopes,,M433 Mastery 26,,,,,0,10
3585,FALSE,Weapon Attachments,M433 Attachments,PTT Grip Pod,Underbarrels,,M433 Mastery 26,,,,,0,10
3586,FALSE,Weapon Attachments,M433 Attachments,PVQ-31 4.00x,Scopes,,M433 Mastery 27,,,,,0,10
3587,FALSE,Weapon Attachments,M433 Attachments,Canted Reflex,Optic Accessories,,M433 Mastery 27,,,,,0,10
3588,FALSE,Weapon Attachments,M433 Attachments,Adjustable Angled,Underbarrels,,M433 Mastery 28,,,,,0,10
3589,FALSE,Weapon Attachments,M433 Attachments,RO-S 1.25x,Scopes,,M433 Mastery 29,,,,,0,10
3590,FALSE,Weapon Attachments,M433 Attachments,"16.5"" Fluted",Barrels,,M433 Mastery 29,,,,,0,10
3591,FALSE,Weapon Attachments,M433 Attachments,1P87 1.50x,Scopes,,M433 Mastery 3,,,,,0,10
3592,FALSE,Weapon Attachments,M433 Attachments,Flashlight,Right Accessories,,M433 Mastery 3,,,,,0,10
3593,FALSE,Weapon Attachments,M433 Attachments,Compensated Brake,Muzzles,,M433 Mastery 30,,,,,0,10
3594,FALSE,Weapon Attachments,M433 Attachments,Low-Profile Stubby,Underbarrels,,M433 Mastery 30,,,,,0,10
3595,FALSE,Weapon Attachments,M433 Attachments,36RND Magazine,Magazines,,M433 Mastery 31,,,,,0,10
3596,FALSE,Weapon Attachments,M433 Attachments,Match Trigger,Ergonomics,,M433 Mastery 31,,,,,0,10
3597,FALSE,Weapon Attachments,M433 Attachments,MC-CO LPVO,Scopes,,M433 Mastery 32,,,,,0,10
3598,FALSE,Weapon Attachments,M433 Attachments,Bipod,Underbarrels,,M433 Mastery 32,,,,,0,10
3599,FALSE,Weapon Attachments,M433 Attachments,50 MW Blue,Top Accessories,,M433 Mastery 33,,,,,0,10
3600,FALSE,Weapon Attachments,M433 Attachments,Slim Angled,Underbarrels,,M433 Mastery 33,,,,,0,10
3601,FALSE,Weapon Attachments,M433 Attachments,LDS 4.50x,Scopes,,M433 Mastery 34,,,,,0,10
3602,FALSE,Weapon Attachments,M433 Attachments,Frangible,Ammunition,,M433 Mastery 34,,,,,0,10
3603,FALSE,Weapon Attachments,M433 Attachments,Lightened Suppressor,Muzzles,,M433 Mastery 35,,,,,0,10
3604,FALSE,Weapon Attachments,M433 Attachments,QD Grip Pod,Underbarrels,,M433 Mastery 35,,,,,0,10
3605,FALSE,Weapon Attachments,M433 Attachments,PAS-35 3.00x,Scopes,,M433 Mastery 36,,,,,0,10
3606,FALSE,Weapon Attachments,M433 Attachments,40RND Magazine,Magazines,,M433 Mastery 36,,,,,0,10
3607,FALSE,Weapon Attachments,M433 Attachments,A-P2 1.75x,Scopes,,M433 Mastery 37,,,,,0,10
3608,FALSE,Weapon Attachments,M433 Attachments,120 MW Blue,Top Accessories,,M433 Mastery 37,,,,,0,10
3609,FALSE,Weapon Attachments,M433 Attachments,SF-G2 5.00x,Scopes,,M433 Mastery 38,,,,,0,10
3610,FALSE,Weapon Attachments,M433 Attachments,Classic Grip Pod,Underbarrels,,M433 Mastery 39,,,,,0,10
3611,FALSE,Weapon Attachments,M433 Attachments,Polymer Case,Ammunition,,M433 Mastery 39,,,,,0,10
3612,FALSE,Weapon Attachments,M433 Attachments,Alloy Vertical,Underbarrels,,M433 Mastery 4,,,,,0,10
3613,FALSE,Weapon Attachments,M433 Attachments,Grim 1.50x,Scopes,,M433 Mastery 40,,,,,0,10
3614,FALSE,Weapon Attachments,M433 Attachments,R-MR 1.00x,Scopes,,M433 Mastery 5,,,,,0,10
3615,FALSE,Weapon Attachments,M433 Attachments,"18.9"" Prototype",Barrels,,M433 Mastery 5,,,,,0,10
3616,FALSE,Weapon Attachments,M433 Attachments,5 MW Red,Top Accessories,,M433 Mastery 6,,,,,0,10
3617,FALSE,Weapon Attachments,M433 Attachments,Linear Comp,Muzzles,,M433 Mastery 6,,,,,0,10
3618,FALSE,Weapon Attachments,M433 Attachments,CCO 2.00x,Scopes,,M433 Mastery 7,,,,,0,10
3619,FALSE,Weapon Attachments,M433 Attachments,Ribbed Vertical,Underbarrels,,M433 Mastery 7,,,,,0,10
3620,FALSE,Weapon Attachments,M433 Attachments,Standard Suppressor,Muzzles,,M433 Mastery 8,,,,,0,10
3621,FALSE,Weapon Attachments,M433 Attachments,Piggyback Reflex,Optic Accessories,,M433 Mastery 9,,,,,0,10
3622,FALSE,Weapon Attachments,M433 Attachments,6H64 Vertical,Underbarrels,,M433 Mastery 9,,,,,0,10
3623,TRUE,Weapon Packages,M433 Packages,Factory,Assault Rifle,,Default,,,,,0,1
3624,FALSE,Weapon Packages,M433 Packages,Warfighter,Assault Rifle,,M433 Mastery 10,,,,,0,1
3625,FALSE,Weapon Packages,M433 Packages,Unstoppable Force,Assault Rifle,,M433 Mastery 50,,,,,0,1
3626,FALSE,Weapon Packages,M433 Packages,Striking Distance,Assault Rifle,,Open Beta Week 1 Challenge (Get 50 Close Quarter Kills (within 10m)),,,,,0,1
3627,FALSE,Weapon Packages,M433 Packages,Shrouded,Assault Rifle,,Phantom Edition,,,x,,0,1
3628,FALSE,Weapon Packages,M433 Packages,Boiling Point,Assault Rifle,,"New Year Login Reward 2025/2026, day 7",,,,,1,1
3629,FALSE,Weapon Packages,M433 Packages,Cryosphere,Assault Rifle,,"Free Store Gift (Season 1, Week 7)",,,,,1,1
3630,FALSE,Weapon Packages,M433 Packages,Archangel,Assault Rifle,,EA Play Season 2 Pack,,,x,,2,1
3631,FALSE,Weapon Attachments,M44 Attachments,Iron Sights,Scopes,,Rank 48,,,,,0,550
3632,FALSE,Weapon Attachments,M44 Attachments,"6.75"" Factory",Barrels,,Rank 48,,,,,0,550
3633,FALSE,Weapon Attachments,M44 Attachments,6RND Speedloader,Magazines,,Rank 48,,,,,0,550
3634,FALSE,Weapon Attachments,M44 Attachments,FMJ,Ammunition,,Rank 48,,,,,0,550
3635,FALSE,Weapon Attachments,M44 Attachments,OSA-7 1.00x,Scopes,,M44 Mastery 1,,,,,0,550
3636,FALSE,Weapon Attachments,M44 Attachments,Tungsten Core,Ammunition,,M44 Mastery 10,,,,,0,550
3637,FALSE,Weapon Attachments,M44 Attachments,2PRO 1.25x,Scopes,,M44 Mastery 11,,,,,0,550
3638,FALSE,Weapon Attachments,M44 Attachments,1P87 1.50x,Scopes,,M44 Mastery 12,,,,,0,550
3639,FALSE,Weapon Attachments,M44 Attachments,BF-2M 2.50x,Scopes,,M44 Mastery 13,,,,,0,550
3640,FALSE,Weapon Attachments,M44 Attachments,"5.12"" Compact",Barrels,,M44 Mastery 14,,,,,0,550
3641,FALSE,Weapon Attachments,M44 Attachments,RO-M 1.75x,Scopes,,M44 Mastery 15,,,,,0,550
3642,FALSE,Weapon Attachments,M44 Attachments,RO-S 1.25x,Scopes,,M44 Mastery 16,,,,,0,550
3643,FALSE,Weapon Attachments,M44 Attachments,R4T 2.00x,Scopes,,M44 Mastery 17,,,,,0,550
3644,FALSE,Weapon Attachments,M44 Attachments,ST Prisim 5.00x,Scopes,,M44 Mastery 18,,,,,0,550
3645,FALSE,Weapon Attachments,M44 Attachments,Frangible,Ammunition,,M44 Mastery 19,,,,,0,550
3646,FALSE,Weapon Attachments,M44 Attachments,CCO 2.00x,Scopes,,M44 Mastery 2,,,,,0,550
3647,FALSE,Weapon Attachments,M44 Attachments,PVQ-31 4.00x,Scopes,,M44 Mastery 20,,,,,0,550
3648,FALSE,Weapon Attachments,M44 Attachments,A-P2 1.75x,Scopes,,M44 Mastery 21,,,,,0,550
3649,FALSE,Weapon Attachments,M44 Attachments,LDS 4.50x,Scopes,,M44 Mastery 22,,,,,0,550
3650,FALSE,Weapon Attachments,M44 Attachments,SF-G2 5.00x,Scopes,,M44 Mastery 23,,,,,0,550
3651,FALSE,Weapon Attachments,M44 Attachments,Hollow Point,Ammunition,,M44 Mastery 24,,,,,0,550
3652,FALSE,Weapon Attachments,M44 Attachments,R-MR 1.00x,Scopes,,M44 Mastery 25,,,,,0,550
3653,FALSE,Weapon Attachments,M44 Attachments,ROX 1.50x,Scopes,,M44 Mastery 26,,,,,0,550
3654,FALSE,Weapon Attachments,M44 Attachments,BAKER 3.00x,Scopes,,M44 Mastery 3,,,,,0,550
3655,FALSE,Weapon Attachments,M44 Attachments,Mini Flex 1.00x,Scopes,,M44 Mastery 4,,,,,0,550
3656,FALSE,Weapon Attachments,M44 Attachments,"8.37"" Long",Barrels,,M44 Mastery 5,,,,,0,550
3657,FALSE,Weapon Attachments,M44 Attachments,SU-231 1.50x,Scopes,,M44 Mastery 6,,,,,0,550
3658,FALSE,Weapon Attachments,M44 Attachments,3VZR 1.75x,Scopes,,M44 Mastery 7,,,,,0,550
3659,FALSE,Weapon Attachments,M44 Attachments,CQ RDS 1.25x,Scopes,,M44 Mastery 8,,,,,0,550
3660,FALSE,Weapon Attachments,M44 Attachments,SDO 3.50x,Scopes,,M44 Mastery 9,,,,,0,550
3661,FALSE,Weapon Packages,M44 Packages,Western Front,Secondary,,Battlefield 2042: Road to Battlefield 6 Battle Pass Tier 8,,,,,0,4
3662,FALSE,Weapon Packages,M44 Packages,Factory,Secondary,,Rank 48,,,,,0,4
3663,FALSE,Weapon Packages,M44 Packages,Warfighter,Secondary,,M44 Mastery 10,,,,,0,4
3664,FALSE,Weapon Packages,M44 Packages,Unstoppable Force,Secondary,,M44 Mastery 50,,,,,0,4
3665,FALSE,Weapon Packages,M44 Packages,Clover,Secondary,,Season 1 Battle Pass Soldiers of Fortune Tier 6,,,,,1,4
3666,FALSE,Weapon Attachments,M45A1 Attachments,Iron Sights,Scopes,,Rank 39,,,,,0,540
3667,FALSE,Weapon Attachments,M45A1 Attachments,"5"" Factory",Barrels,,Rank 39,,,,,0,540
3668,FALSE,Weapon Attachments,M45A1 Attachments,7RND Magazine,Magazines,,Rank 39,,,,,0,540
3669,FALSE,Weapon Attachments,M45A1 Attachments,FMJ,Ammunition,,Rank 39,,,,,0,540
3670,FALSE,Weapon Attachments,M45A1 Attachments,Single-Port Brake,Muzzles,,M45A1 Mastery 1,,,,,0,540
3671,FALSE,Weapon Attachments,M45A1 Attachments,Laser Light Combo Red,Underbarrels,,M45A1 Mastery 10,,,,,0,540
3672,FALSE,Weapon Attachments,M45A1 Attachments,ROX 1.50x,Scopes,,M45A1 Mastery 11,,,,,0,540
3673,FALSE,Weapon Attachments,M45A1 Attachments,Improved Mag Catch,Ergonomics,,M45A1 Mastery 12,,,,,0,540
3674,FALSE,Weapon Attachments,M45A1 Attachments,Frangible,Ammunition,,M45A1 Mastery 13,,,,,0,540
3675,FALSE,Weapon Attachments,M45A1 Attachments,Laser Light Combo Green,Underbarrels,,M45A1 Mastery 14,,,,,0,540
3676,FALSE,Weapon Attachments,M45A1 Attachments,R-MR 1.00x,Scopes,,M45A1 Mastery 15,,,,,0,540
3677,FALSE,Weapon Attachments,M45A1 Attachments,Standard Suppressor,Muzzles,,M45A1 Mastery 16,,,,,0,540
3678,FALSE,Weapon Attachments,M45A1 Attachments,Hollow Point,Ammunition,,M45A1 Mastery 17,,,,,0,540
3679,FALSE,Weapon Attachments,M45A1 Attachments,50 MW Green,Underbarrels,,M45A1 Mastery 18,,,,,0,540
3680,FALSE,Weapon Attachments,M45A1 Attachments,RO-S 1.25x,Scopes,,M45A1 Mastery 19,,,,,0,540
3681,FALSE,Weapon Attachments,M45A1 Attachments,5 MW Red,Underbarrels,,M45A1 Mastery 2,,,,,0,540
3682,FALSE,Weapon Attachments,M45A1 Attachments,Flashlight,Underbarrels,,M45A1 Mastery 20,,,,,0,540
3683,FALSE,Weapon Attachments,M45A1 Attachments,A-P2 1.75x,Scopes,,M45A1 Mastery 21,,,,,0,540
3684,FALSE,Weapon Attachments,M45A1 Attachments,CQB Suppressor,Muzzles,,M45A1 Mastery 22,,,,,0,540
3685,FALSE,Weapon Attachments,M45A1 Attachments,Mini Flex 1.00x,Scopes,,M45A1 Mastery 3,,,,,0,540
3686,FALSE,Weapon Attachments,M45A1 Attachments,Tungsten Core,Ammunition,,M45A1 Mastery 4,,,,,0,540
3687,FALSE,Weapon Attachments,M45A1 Attachments,"5"" Pencil",Barrels,,M45A1 Mastery 5,,,,,0,540
3688,FALSE,Weapon Attachments,M45A1 Attachments,5 MW Green,Underbarrels,,M45A1 Mastery 6,,,,,0,540
3689,FALSE,Weapon Attachments,M45A1 Attachments,CQ RDS 1.25x,Scopes,,M45A1 Mastery 7,,,,,0,540
3690,FALSE,Weapon Attachments,M45A1 Attachments,Flash Hider,Muzzles,,M45A1 Mastery 8,,,,,0,540
3691,FALSE,Weapon Attachments,M45A1 Attachments,11RND Magazine,Magazines,,M45A1 Mastery 9,,,,,0,540
3692,FALSE,Weapon Packages,M45A1 Packages,Muller,Secondary,,Battlefield 2042: Road to Battlefield 6 Battle Pass Tier 19,,,,,0,3
3693,FALSE,Weapon Packages,M45A1 Packages,Factory,Secondary,,Rank 39,,,,,0,3
3694,FALSE,Weapon Packages,M45A1 Packages,Warfighter,Secondary,,M45A1 Mastery 10,,,,,0,3
3695,FALSE,Weapon Packages,M45A1 Packages,Unstoppable Force,Secondary,,M45A1 Mastery 50,,,,,0,3
3696,FALSE,Weapon Packages,M45A1 Packages,Golden Rule,Secondary,,Season 1 Battle Pass Pacific Ghosts Tier 4,,,x,,1,3
3697,FALSE,Weapon Attachments,M4A1 Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,110
3698,FALSE,Weapon Attachments,M4A1 Attachments,Rail Cover,Ergonomics,,Challenge SEASON 1 HARDWARE 2,,,,,1,110
3699,FALSE,Weapon Attachments,M4A1 Attachments,Iron Sights,Scopes,,Rank 2,,,,,0,110
3700,FALSE,Weapon Attachments,M4A1 Attachments,SU-231 1.50x,Scopes,,Rank 2,,,,,0,110
3701,FALSE,Weapon Attachments,M4A1 Attachments,Flash Hider,Muzzles,,Rank 2,,,,,0,110
3702,FALSE,Weapon Attachments,M4A1 Attachments,"11.5"" Commando",Barrels,,Rank 2,,,,,0,110
3703,FALSE,Weapon Attachments,M4A1 Attachments,Underslung Mount,Underbarrels,,Rank 2,,,,,0,110
3704,FALSE,Weapon Attachments,M4A1 Attachments,30RND Magazine,Magazines,,Rank 2,,,,,0,110
3705,FALSE,Weapon Attachments,M4A1 Attachments,FMJ,Ammunition,,Rank 2,,,,,0,110
3706,FALSE,Weapon Attachments,M4A1 Attachments,BAKER 3.00x,Scopes,,M4A1 Mastery 1,,,,,0,110
3707,FALSE,Weapon Attachments,M4A1 Attachments,Folding Vertical,Underbarrels,,M4A1 Mastery 1,,,,,0,110
3708,FALSE,Weapon Attachments,M4A1 Attachments,Canted Iron Sights,Optic Accessories,,M4A1 Mastery 10,,,,,0,110
3709,FALSE,Weapon Attachments,M4A1 Attachments,Folding Stubby,Underbarrels,,M4A1 Mastery 11,,,,,0,110
3710,FALSE,Weapon Attachments,M4A1 Attachments,Tungsten Core,Ammunition,,M4A1 Mastery 11,,,,,0,110
3711,FALSE,Weapon Attachments,M4A1 Attachments,OSA-7 1.00x,Scopes,,M4A1 Mastery 12,,,,,0,110
3712,FALSE,Weapon Attachments,M4A1 Attachments,5 MW Green,Top Accessories,,M4A1 Mastery 12,,,,,0,110
3713,FALSE,Weapon Attachments,M4A1 Attachments,"14.5"" Carbine",Barrels,,M4A1 Mastery 13,,,,,0,110
3714,FALSE,Weapon Attachments,M4A1 Attachments,PTT Grip Pod,Underbarrels,,M4A1 Mastery 13,,,,,0,110
3715,FALSE,Weapon Attachments,M4A1 Attachments,SDO 3.50x,Scopes,,M4A1 Mastery 14,,,,,0,110
3716,FALSE,Weapon Attachments,M4A1 Attachments,20RND Magazine,Magazines,,M4A1 Mastery 14,,,,,0,110
3717,FALSE,Weapon Attachments,M4A1 Attachments,Double-Port Brake,Muzzles,,M4A1 Mastery 15,,,,,0,110
3718,FALSE,Weapon Attachments,M4A1 Attachments,Classic Vertical,Underbarrels,,M4A1 Mastery 15,,,,,0,110
3719,FALSE,Weapon Attachments,M4A1 Attachments,ROX 1.50x,Scopes,,M4A1 Mastery 16,,,,,0,110
3720,FALSE,Weapon Attachments,M4A1 Attachments,Magwell Flare,Ergonomics,,M4A1 Mastery 16,,,,,0,110
3721,FALSE,Weapon Attachments,M4A1 Attachments,ST Prisim 5.00x,Scopes,,M4A1 Mastery 17,,,,,0,110
3722,FALSE,Weapon Attachments,M4A1 Attachments,6H64 Vertical,Underbarrels,,M4A1 Mastery 18,,,,,0,110
3723,FALSE,Weapon Attachments,M4A1 Attachments,Polymer Case,Ammunition,,M4A1 Mastery 18,,,,,0,110
3724,FALSE,Weapon Attachments,M4A1 Attachments,1P87 1.50x,Scopes,,M4A1 Mastery 19,,,,,0,110
3725,FALSE,Weapon Attachments,M4A1 Attachments,50 MW Green,Top Accessories,,M4A1 Mastery 19,,,,,0,110
3726,FALSE,Weapon Attachments,M4A1 Attachments,Mini Flex 1.00x,Scopes,,M4A1 Mastery 2,,,,,0,110
3727,FALSE,Weapon Attachments,M4A1 Attachments,Single-Port Brake,Muzzles,,M4A1 Mastery 2,,,,,0,110
3728,FALSE,Weapon Attachments,M4A1 Attachments,Canted Reflex,Optic Accessories,,M4A1 Mastery 20,,,,,0,110
3729,FALSE,Weapon Attachments,M4A1 Attachments,Compensated Brake,Muzzles,,M4A1 Mastery 21,,,,,0,110
3730,FALSE,Weapon Attachments,M4A1 Attachments,Adjustable Angled,Underbarrels,,M4A1 Mastery 21,,,,,0,110
3731,FALSE,Weapon Attachments,M4A1 Attachments,Grim 1.50x,Scopes,,M4A1 Mastery 22,,,,,0,110
3732,FALSE,Weapon Attachments,M4A1 Attachments,30RND Fast Mag,Magazines,,M4A1 Mastery 22,,,,,0,110
3733,FALSE,Weapon Attachments,M4A1 Attachments,R4T 2.00x,Scopes,,M4A1 Mastery 23,,,,,0,110
3734,FALSE,Weapon Attachments,M4A1 Attachments,Slim Angled,Underbarrels,,M4A1 Mastery 23,,,,,0,110
3735,FALSE,Weapon Attachments,M4A1 Attachments,R-MR 1.00x,Scopes,,M4A1 Mastery 24,,,,,0,110
3736,FALSE,Weapon Attachments,M4A1 Attachments,Standard Suppressor,Muzzles,,M4A1 Mastery 24,,,,,0,110
3737,FALSE,Weapon Attachments,M4A1 Attachments,"12.5"" Fluted",Barrels,,M4A1 Mastery 25,,,,,0,110
3738,FALSE,Weapon Attachments,M4A1 Attachments,Ribbed Stubby,Underbarrels,,M4A1 Mastery 25,,,,,0,110
3739,FALSE,Weapon Attachments,M4A1 Attachments,BF-2M 2.50x,Scopes,,M4A1 Mastery 26,,,,,0,110
3740,FALSE,Weapon Attachments,M4A1 Attachments,50 MW Blue,Top Accessories,,M4A1 Mastery 26,,,,,0,110
3741,FALSE,Weapon Attachments,M4A1 Attachments,3VZR 1.75x,Scopes,,M4A1 Mastery 27,,,,,0,110
3742,FALSE,Weapon Attachments,M4A1 Attachments,Canted Stubby,Underbarrels,,M4A1 Mastery 27,,,,,0,110
3743,FALSE,Weapon Attachments,M4A1 Attachments,Hollow Point,Ammunition,,M4A1 Mastery 28,,,,,0,110
3744,FALSE,Weapon Attachments,M4A1 Attachments,Long Suppressor,Muzzles,,M4A1 Mastery 29,,,,,0,110
3745,FALSE,Weapon Attachments,M4A1 Attachments,Full Angled,Underbarrels,,M4A1 Mastery 29,,,,,0,110
3746,FALSE,Weapon Attachments,M4A1 Attachments,"12.5"" Mid",Barrels,,M4A1 Mastery 3,,,,,0,110
3747,FALSE,Weapon Attachments,M4A1 Attachments,Alloy Vertical,Underbarrels,,M4A1 Mastery 3,,,,,0,110
3748,FALSE,Weapon Attachments,M4A1 Attachments,Piggyback Reflex,Optic Accessories,,M4A1 Mastery 30,,,,,0,110
3749,FALSE,Weapon Attachments,M4A1 Attachments,QD Grip Pod,Underbarrels,,M4A1 Mastery 31,,,,,0,110
3750,FALSE,Weapon Attachments,M4A1 Attachments,36RND Magazine,Magazines,,M4A1 Mastery 31,,,,,0,110
3751,FALSE,Weapon Attachments,M4A1 Attachments,NGFC LPVO,Scopes,,M4A1 Mastery 32,,,,,0,110
3752,FALSE,Weapon Attachments,M4A1 Attachments,Match Trigger,Ergonomics,,M4A1 Mastery 32,,,,,0,110
3753,FALSE,Weapon Attachments,M4A1 Attachments,RO-S 1.25x,Scopes,,M4A1 Mastery 33,,,,,0,110
3754,FALSE,Weapon Attachments,M4A1 Attachments,120 MW Blue,Top Accessories,,M4A1 Mastery 33,,,,,0,110
3755,FALSE,Weapon Attachments,M4A1 Attachments,Bipod,Underbarrels,,M4A1 Mastery 34,,,,,0,110
3756,FALSE,Weapon Attachments,M4A1 Attachments,40RND Magazine,Magazines,,M4A1 Mastery 34,,,,,0,110
3757,FALSE,Weapon Attachments,M4A1 Attachments,LDS 4.50x,Scopes,,M4A1 Mastery 35,,,,,0,110
3758,FALSE,Weapon Attachments,M4A1 Attachments,CQB Suppressor,Muzzles,,M4A1 Mastery 35,,,,,0,110
3759,FALSE,Weapon Attachments,M4A1 Attachments,PAS-35 3.00x,Scopes,,M4A1 Mastery 36,,,,,0,110
3760,FALSE,Weapon Attachments,M4A1 Attachments,Classic Grip Pod,Underbarrels,,M4A1 Mastery 36,,,,,0,110
3761,FALSE,Weapon Attachments,M4A1 Attachments,Stippled Stubby,Underbarrels,,M4A1 Mastery 37,,,,,0,110
3762,FALSE,Weapon Attachments,M4A1 Attachments,Frangible,Ammunition,,M4A1 Mastery 37,,,,,0,110
3763,FALSE,Weapon Attachments,M4A1 Attachments,CQ RDS 1.25x,Scopes,,M4A1 Mastery 38,,,,,0,110
3764,FALSE,Weapon Attachments,M4A1 Attachments,40RND Fast Mag,Magazines,,M4A1 Mastery 38,,,,,0,110
3765,FALSE,Weapon Attachments,M4A1 Attachments,Lightened Suppressor,Muzzles,,M4A1 Mastery 39,,,,,0,110
3766,FALSE,Weapon Attachments,M4A1 Attachments,Low-Profile Stubby,Underbarrels,,M4A1 Mastery 39,,,,,0,110
3767,FALSE,Weapon Attachments,M4A1 Attachments,RO-M 1.75x,Scopes,,M4A1 Mastery 4,,,,,0,110
3768,FALSE,Weapon Attachments,M4A1 Attachments,Improved Mag Catch,Ergonomics,,M4A1 Mastery 4,,,,,0,110
3769,FALSE,Weapon Attachments,M4A1 Attachments,SF-G2 5.00x,Scopes,,M4A1 Mastery 40,,,,,0,110
3770,FALSE,Weapon Attachments,M4A1 Attachments,5 MW Red,Top Accessories,,M4A1 Mastery 5,,,,,0,110
3771,FALSE,Weapon Attachments,M4A1 Attachments,PVQ-31 4.00x,Scopes,,M4A1 Mastery 6,,,,,0,110
3772,FALSE,Weapon Attachments,M4A1 Attachments,20RND Fast Mag,Magazines,,M4A1 Mastery 6,,,,,0,110
3773,FALSE,Weapon Attachments,M4A1 Attachments,A-P2 1.75x,Scopes,,M4A1 Mastery 7,,,,,0,110
3774,FALSE,Weapon Attachments,M4A1 Attachments,Linear Comp,Muzzles,,M4A1 Mastery 7,,,,,0,110
3775,FALSE,Weapon Attachments,M4A1 Attachments,2PRO 1.25x,Scopes,,M4A1 Mastery 8,,,,,0,110
3776,FALSE,Weapon Attachments,M4A1 Attachments,Flashlight,Right Accessories,,M4A1 Mastery 8,,,,,0,110
3777,FALSE,Weapon Attachments,M4A1 Attachments,CCO 2.00x,Scopes,,M4A1 Mastery 9,,,,,0,110
3778,FALSE,Weapon Attachments,M4A1 Attachments,Ribbed Vertical,Underbarrels,,M4A1 Mastery 9,,,,,0,110
3779,FALSE,Weapon Packages,M4A1 Packages,Factory,Carbine,,Rank 2,,,,,0,1
3780,FALSE,Weapon Packages,M4A1 Packages,Warfighter,Carbine,,M4A1 Mastery 10,,,,,0,1
3781,FALSE,Weapon Packages,M4A1 Packages,Unstoppable Force,Carbine,,M4A1 Mastery 50,,,,,0,1
3782,FALSE,Weapon Packages,M4A1 Packages,Unidentifiable,Carbine,,Season 1 Battle Pass Rogue Operators Tier 2,,,x,,1,1
3783,FALSE,Weapon Packages,M4A1 Packages,Desolation,Carbine,,Shield Breaker (Store),,,x,,1,1
3784,FALSE,Weapon Attachments,M87A1 Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,480
3785,TRUE,Weapon Attachments,M87A1 Attachments,Iron Sights,Scopes,,Default,,,,,0,480
